case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,95,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,96,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,97,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,98,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,99,pep_derived,869,31,31,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,0,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,1,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,2,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,3,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,4,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,5,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,6,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,7,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,8,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,9,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,10,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,11,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,12,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,13,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,14,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,15,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,16,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,17,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,18,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,19,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,20,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,21,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,22,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,23,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,24,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,25,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,26,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,27,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,28,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,29,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,30,pep_derived,1259,37,37,0
